SYMBOL,OPEN,HIGH,LOW,CLOSE,LAST,,,,
INDOCO,458.7,471.5,458.65,464.25,463.5,,,,
INDORAMA,53.25,54.6,50.4,54,54.2,,,,
INDOSOLAR,2.55,2.55,2.45,2.55,2.55,,,,
INDOSTAR,296.4,300.4,293,294.9,297,,,,
INDOTECH,159.65,160.95,155.15,157.65,157,,,,
INDOTHAI,86.3,88,86.3,87.3,88,,,,
INDOWIND,6.6,6.7,6.3,6.4,6.45,,,,
INDRAMEDCO,80.75,81.55,79.2,79.7,79.95,,,,
INDSWFTLAB,70,71,68.5,68.8,68.9,,,,
INDSWFTLTD,10.2,10.2,9.45,9.8,9.9,,,,
INDTERRAIN,41.65,42.5,40.3,40.95,41.1,,,,
INDUSINDBK,999,1039,997.6,1036.6,1035.5,,,,
INDUSTOWER,238.85,249.8,238,246.25,245.9,,,,
INEOSSTYRO,1425,1445,1401,1407.3,1405.7,,,,
INFIBEAM,46.25,46.5,44.85,45.2,45.35,,,,
INFOBEAN,362.45,370.2,360,364.05,365,,,,
INFRABEES,500.23,510,500.23,505.17,505.42,,,,
INFY,1695.95,1695.95,1678.6,1686.15,1686.5,,,,
INGERRAND,972,992,963.1,979.55,976,,,,
INNOVATIVE,11.65,11.65,10.8,10.8,10.8,,,,
INOXLEISUR,300.6,305.9,300.6,304.8,304,,,,
INOXWIND,101.85,104.8,100.25,103.15,103.8,,,,
INSECTICID,731.95,740,725,731.45,733.95,,,,
INSPIRISYS,47,48.9,46.5,48.5,48.5,,,,
INTELLECT,649.9,649.9,636.25,643.2,643,,,,
INTENTECH,73.95,74,71.1,71.95,72.4,,,,
INVENTURE,2.9,3,2.9,2.9,2.95,,,,
IOB,19.6,19.8,19.6,19.7,19.7,,,,
IOC,114,115.9,114,115.25,115.15,,,,
IOLCP,559,605.8,558.5,592.75,593.5,,,,
IPCALAB,2600,2679.8,2571.65,2637.5,2679.8,,,,
IPL,326.4,329.05,320,322.55,323,,,,
IRB,170.6,179,170.25,176.7,178,,,,
IRBINVIT,57.75,57.75,57.2,57.54,57.55,,,,
IRCON,45.3,45.5,45.2,45.3,45.4,,,,
IRCTC,3487,3758.8,3476,3738.45,3723,,,,
IREDA,1288,1288,1288,1288,1288,,,,
IREDA,1260,1260,1260,1260,1260,,,,
IRFC,23.1,23.1,22.9,22.95,22.95,,,,
IRFC,1093.75,1093.75,1093.75,1093.75,1093.75,,,,
IRFC,1237,1250,1237,1245.05,1245.05,,,,
IRFC,1211.75,1220,1210.11,1210.11,1210.11,,,,
IRFC,1145,1145,1135,1135,1135,,,,
IRFC,1305,1306,1282.02,1282.02,1282.02,,,,
IRFC,1295,1305,1292,1302.57,1302.99,,,,
IRFC,1274,1274,1256.21,1256.21,1256.21,,,,
IRFC,1275,1275,1270.21,1273,1273,,,,
IRISDOREME,182,182.8,180,180,180,,,,
ISEC,717.65,738.45,717.65,732.3,730.2,,,,
ISFT,148.8,148.8,138.25,138.4,138.25,,,,
ISGEC,732.5,810,728,794.05,806,,,,
ISMTLTD,27.1,28.4,27.05,28.4,28.4,,,,
ITC,214.9,217.25,214.2,216.1,216.75,,,,
ITDC,389.5,392.95,386.3,387.4,389.9,,,,
ITDCEM,78.2,83.4,78.2,82.85,83.3,,,,
ITI,121.8,121.8,120,120.25,120.1,,,,
IVC,5.95,6.2,5.85,6,6,,,,
IVP,117.6,117.85,115.55,116.7,116.8,,,,
IVZINGOLD,4202.05,4287.95,4202.05,4213.75,4229,,,,
IVZINNIFTY,1885.55,1903.55,1885.55,1903.55,1903.55,,,,
IWEL,689.05,689.05,650,652.6,653,,,,
IZMO,97.9,97.9,93.5,95.65,96.4,,,,
J&KBANK,37.1,37.8,37.1,37.4,37.45,,,,
JAGRAN,56.6,59.65,56.6,58.65,58.6,,,,
JAGSNPHARM,164.7,169.7,161.3,162.85,163,,,,
JAIBALAJI,55.3,55.5,53.5,53.85,54.55,,,,
JAICORPLTD,137.3,139.65,135.4,136.55,136.5,,,,
JAINSTUDIO,1.9,1.95,1.85,1.85,1.85,,,,
JAIPURKURT,62.1,62.1,56.4,57.7,59.45,,,,
JALAN,14.75,14.75,14.05,14.5,14.5,,,,
JAMNAAUTO,85.2,86.45,85.1,85.65,85.5,,,,
JASH,490.05,510,490.05,507.7,510,,,,
JAYAGROGN,272,274.7,260.7,262.05,262.5,,,,
JAYBARMARU,189.9,195.8,186.95,192.4,193.2,,,,
JAYNECOIND,21.65,21.65,20.55,21.05,20.9,,,,
JAYSREETEA,109.85,110,108.25,109.1,108.9,,,,
JBCHEPHARM,1774,1779.5,1728,1732.6,1729.35,,,,
JBFIND,28.35,28.5,26.25,27.3,27.1,,,,
JBMA,460.95,495,456.35,488.45,488.8,,,,
JCHAC,2258,2258,2230,2243.9,2242,,,,
JETAIRWAYS,88.6,88.6,88.6,88.6,88.6,,,,
JETFREIGHT,41.3,41.3,41.3,41.3,41.3,,,,
JHS,27,27.8,27,27.15,27,,,,
JINDALPHOT,107.3,108.4,103,104.05,104.2,,,,
JINDALPOLY,1013,1089.45,1006,1072.15,1071.9,,,,
JINDALSAW,120.7,122.35,120.15,121.5,121.15,,,,
JINDALSTEL,405,408.3,400.25,401.1,400.9,,,,
JINDRILL,136.1,139.35,133.5,137.2,136.95,,,,
JINDWORLD,81.9,87.95,81.65,86.4,86.25,,,,
JISLDVREQS,22.2,23.8,22.05,23.35,23.15,,,,
JISLJALEQS,36.4,38.2,35.15,36.1,36.3,,,,
JITFINFRA,110.1,110.1,110.1,110.1,110.1,,,,
JKCEMENT,3492,3516.55,3381,3391.9,3394,,,,
JKIL,194.8,197.25,193.3,194.85,194.15,,,,
JKLAKSHMI,730.4,747,721.85,736.3,737,,,,
JKPAPER,253.5,254.8,248,250.6,250.4,,,,
JKTYRE,151.85,157.95,150.95,156.4,156.3,,,,
JMA,61.6,64,61.6,63.85,63.9,,,,
JMCPROJECT,104.5,105.7,102,103.1,103.2,,,,
JMFINANCIL,88.95,90.7,88.6,89.65,89.55,,,,
JMTAUTOLTD,2.65,2.7,2.6,2.6,2.65,,,,
JOCIL,237.95,256,233.6,248.75,251,,,,
JPASSOCIAT,9.35,9.35,9,9.35,9.35,,,,
JPINFRATEC,1.95,1.95,1.9,1.95,1.95,,,,
JPOLYINVST,43.05,43.05,43.05,43.05,43.05,,,,
JPPOWER,4.05,4.2,4,4.2,4.2,,,,
JSL,164.7,168.75,162.25,164.25,164.1,,,,
JSLHISAR,298.5,304.95,293,294.55,294.3,,,,
JSWENERGY,307.75,307.8,299.05,307.8,307.8,,,,
JSWHL,4849.95,4849.95,4730,4777.9,4792,,,,
JSWISPL,35.85,37.2,35.3,35.7,35.9,,,,
JSWSTEEL,696.4,702,692.25,693.65,694.95,,,,
JTEKTINDIA,102.5,105.2,102.25,103.7,103.7,,,,
JUBLFOOD,4134,4159.95,4091,4116,4121.95,,,,
JUBLINDS,519.4,524,511.95,514.65,514,,,,
JUBLINGREA,748.7,782,745.1,774.15,773,,,,
JUBLPHARMA,620,628.9,620,622.45,621.7,,,,
JUMPNET,8.75,8.95,8.7,8.8,8.9,,,,
JUNIORBEES,391,453.8,391,450.74,451.26,,,,
JUSTDIAL,990,993.7,984,986.15,986.55,,,,
JYOTHYLAB,176.7,179.5,176.55,177.45,177.7,,,,
JYOTISTRUC,14.75,14.75,14.75,14.75,14.75,,,,
KABRAEXTRU,237.9,262,237.9,251.1,252.95,,,,
KAJARIACER,1172.7,1180,1155.55,1163.7,1159.9,,,,
KAKATCEM,246.3,250.9,246.3,248.65,248.9,,,,
KALPATPOWR,414.6,425.45,414.6,422.9,424.8,,,,
KALYANIFRG,200.4,202.85,197,201.95,201.95,,,,
KALYANKJIL,66.7,66.9,66.25,66.65,66.75,,,,
KAMATHOTEL,49.55,49.9,48,49.25,49,,,,
KAMDHENU,203.55,205.8,195.05,195.7,196.95,,,,
KANANIIND,9.1,9.1,8.5,8.9,8.75,,,,
KANORICHEM,190.85,190.85,190.85,190.85,190.85,,,,
KANPRPLA,265,265,251,252.95,254,,,,
KANSAINER,606.9,615.05,603.05,613.1,613,,,,
KAPSTON,85.1,89.85,85.1,87.45,87.75,,,,
KARDA,16,16.55,15.25,16.4,16.45,,,,
KARMAENG,19.1,20.2,18.5,19.35,19,,,,
KARURVYSYA,42.6,44.5,42.4,43.55,43.45,,,,
KAUSHALYA,2.55,2.65,2.55,2.65,2.65,,,,
KAVVERITEL,9.1,9.1,9.1,9.1,9.1,,,,
KAYA,465.45,479.45,457.05,468.4,466.75,,,,
KCP,137.6,140.85,137.6,140.35,140.75,,,,
KCPSUGIND,21.7,22.75,21.6,22.35,22.75,,,,
KDDL,425,425,408,420.7,421.6,,,,
KEC,442.95,444.8,433.8,435.95,435,,,,
KECL,18.25,18.25,17.5,17.85,18,,,,
KEERTI,19.15,22.5,17.45,22.5,22.5,,,,
KEI,804.65,824.85,803.25,809.85,807.05,,,,
KELLTONTEC,49.05,54.95,48.75,54.2,54.25,,,,
KENNAMET,1449,1476,1411.05,1442.1,1442,,,,
KERNEX,63.4,64.95,60.35,62.1,62.5,,,,
KESORAMIND,87,88.9,86.1,88.15,88.3,,,,
KEYFINSERV,79.65,87.9,79.65,82.95,82.45,,,,
KHADIM,252,252,244.15,246.25,246.5,,,,
KHAICHEM,61,62.6,58.6,61.1,61.4,,,,
KHAITANLTD,36.75,36.75,36.75,36.75,36.75,,,,
KHANDSE,17.4,18.15,17.25,17.25,17.25,,,,
KHFM,46,49.5,46,48.45,48.45,,,,
KICL,2110,2146,2096,2126.85,2110,,,,
KILITCH,173.4,177.75,167.35,176.45,177.75,,,,
KIMS,1269,1287.35,1243.3,1256.45,1260,,,,
KINGFA,1085,1085,1049.9,1064.45,1058,,,,
KIOCL,263.2,267,263.15,263.95,263.8,,,,
KIRIINDUS,525,546,518.5,541.1,542,,,,
KIRLFER,239.7,241.25,237.75,239.6,239.9,,,,
KIRLOSBROS,369,376.95,360,366.9,366.8,,,,
KIRLOSENG,211.6,215.1,209.6,214.45,214.55,,,,
KIRLOSIND,1559,1615,1538.05,1602.95,1604,,,,
KITEX,174.4,174.9,170,170.8,171,,,,
KKCL,823.5,949,823.5,893.7,890,,,,
KMSUGAR,25.3,26.3,25,26.05,26.3,,,,
KNRCON,324,324,307,312.35,311,,,,
KOKUYOCMLN,68.75,69.65,68.1,68.4,68.7,,,,
KOLTEPATIL,299.7,307,292.25,295,293.9,,,,
KOPRAN,211.7,216,210.05,213.05,214,,,,
KOTAKBANK,1850,1879,1845.15,1867.75,1865,,,,
KOTAKBKETF,390.2,390.2,367.99,369.87,369.82,,,,
KOTAKGOLD,41.07,41.5,40.95,41.11,41.13,,,,
KOTAKIT,35.22,35.74,34.95,35.57,35.6,,,,
KOTAKNIFTY,187.82,187.82,182.78,182.93,183.2,,,,
KOTAKNV20,96.9,98,95.4,97.04,96.9,,,,
KOTAKPSUBK,227.11,232.98,227.11,228.37,229,,,,
KOTARISUG,33.55,34.25,33,33.7,33.5,,,,
KOTHARIPET,53.5,54.8,53.3,53.8,53.9,,,,
KOTHARIPRO,103.65,103.65,96.5,99.15,99.35,,,,
KOVAI,1730.85,1733.3,1695,1711.25,1719.9,,,,
KPIGLOBAL,120.35,125.65,120,125.6,125.65,,,,
KPITTECH,327.9,331.95,325.15,329.8,331,,,,
KPRMILL,2228,2286,2190,2236.9,2239,,,,
KRBL,261,268.5,260.9,263.5,262.7,,,,
KREBSBIO,161,162,156.05,156.6,156.5,,,,
KRIDHANINF,4.7,4.9,4.55,4.7,4.65,,,,
KRISHANA,172.05,177.4,171,172.35,172.45,,,,
KRITIKA,33,34.6,33,34.6,34.6,,,,
KRSNAA,885,894,860.25,864.15,865,,,,
KSB,1215,1245,1204,1207.1,1204.75,,,,
KSCL,606.9,611.5,604.05,609.9,610,,,,
KSHITIJPOL,36,39.8,36,39.8,39.8,,,,
KSL,393.85,395.8,388,389.65,389.5,,,,
KSOLVES,374.5,374.5,361.5,374.5,374.5,,,,
KTKBANK,68.4,68.8,66.25,66.7,66.85,,,,
KUANTUM,77.15,81.75,74.15,75.3,75.35,,,,
L&TFH,85.45,86.3,85.25,86.15,86.1,,,,
L&TFINANCE,1046.55,1047.11,1044,1044,1044,,,,
L&TFINANCE,1125.55,1130.01,1125.55,1130,1130.01,,,,
L&TFINANCE,1120,1130,1120,1120.35,1122,,,,
L&TFINANCE,1075,1075,1069.01,1069.01,1069.01,,,,
L&TFINANCE,1080,1090,1080,1090,1090,,,,
L&TFINANCE,1092.55,1092.55,1090,1090,1090,,,,
L&TFINANCE,1124,1124,1124,1124,1124,,,,
LAGNAM,40.95,40.95,39.25,39.65,39.25,,,,
LAKPRE,4.25,4.45,4.25,4.25,4.25,,,,
LALPATHLAB,4170.45,4174.05,4122.05,4141.7,4138,,,,
LAMBODHARA,83.4,86,82.2,84.05,84.6,,,,
LAOPALA,295.8,298,290.6,292.5,292.1,,,,
LASA,74.35,76.65,72.5,73.1,73.25,,,,
LAURUSLABS,648,666,644.2,651.15,649.8,,,,
LAXMICOT,26.25,26.25,26.25,26.25,26.25,,,,
LAXMIMACH,7961,7961,7835,7862,7856,,,,
LCCINFOTEC,2.1,2.1,2.1,2.1,2.1,,,,
LEMONTREE,40.35,40.55,39.75,39.95,40,,,,
LFIC,83.2,83.2,75.4,80.95,81.4,,,,
LGBBROSLTD,418,425.3,418,423.6,424.9,,,,
LGBFORGE,7.5,7.8,7.35,7.45,7.5,,,,
LIBAS,62.85,62.95,60.35,61.15,61,,,,
LIBERTSHOE,185,185.3,175.1,175.95,175.75,,,,
LICHSGFIN,420,421.95,417.15,419.6,419.7,,,,
LICNETFGSC,24.3,24.3,22.61,23.12,23,,,,
LICNETFN50,186.49,186.49,183,184.08,184.06,,,,
LICNETFSEN,630,640,620.6,628.89,625,,,,
LICNFNHGP,174.3,176.88,174,175.64,176.2,,,,
LIKHITHA,398.6,399,393.85,395.35,396.4,,,,
LINCOLN,387.45,393,380.05,384.05,383.5,,,,
LINCPEN,229,234.7,219,220.5,221.25,,,,
LINDEINDIA,2670,2739.8,2622.95,2667.2,2667.05,,,,
LIQUIDBEES,1003.4,1003.4,998,999.99,999.99,,,,
LIQUIDETF,999.99,1000.01,999.99,1000,1000.01,,,,
LODHA,1069.9,1069.9,1045,1048.6,1046,,,,
LOKESHMACH,49.8,49.9,48.1,48.95,49,,,,
LOTUSEYE,49,49,46.6,47.95,48.7,,,,
LOVABLE,116.95,119.1,116,117.15,117.45,,,,
LPDC,4,4.25,4,4.2,4.2,,,,
LSIL,3.2,3.2,3.05,3.2,3.2,,,,
LT,1676,1698.8,1675.4,1696.45,1696.5,,,,
LTI,5499.9,5670,5495,5580.4,5589,,,,
LTTS,4396.95,4556.25,4368.5,4544,4532,,,,
LUMAXIND,1485,1490,1454.8,1468.15,1470,,,,
LUMAXTECH,141,142.35,140,141.4,141.85,,,,
LUPIN,984.5,990.1,979.05,982.65,981.5,,,,
LUXIND,4200,4200,4005,4038.35,4077,,,,
LXCHEM,562.8,569.65,561.2,569.65,569.65,,,,
LYKALABS,80.8,83.1,79.65,83.1,83.1,,,,
LYPSAGEMS,4.65,4.65,4.4,4.55,4.6,,,,
M&M,744.8,752.55,744.65,750.2,750.4,,,,
M&MFIN,169.1,170.95,168.55,168.95,168.75,,,,
M&MFIN,1085.25,1085.25,1085.25,1085.25,1085.25,,,,
M14RG,13.72,13.72,13.72,13.72,13.72,,,,
M15RG,13.21,13.21,13.21,13.21,13.21,,,,
MAANALU,135.4,138.2,134,135.05,136,,,,
MACPOWER,183.95,184,180,181.1,180.6,,,,
MADHAV,57.1,57.35,56,56.1,56,,,,
MADHUCON,4.5,4.9,4.5,4.85,4.85,,,,
MADRASFERT,29.15,29.9,29.15,29.35,29.25,,,,
MAESGETF,30,30.1,29.94,30,30,,,,
MAFANG,55.2,55.2,54.1,54.33,54.35,,,,
MAFSETF,18.4,18.4,18.06,18.1,18.06,,,,
MAGADSUGAR,290,301.15,282.9,297.8,300,,,,
MAGNUM,8,8.3,7.65,8.05,7.8,,,,
MAHABANK,18.1,18.5,18.1,18.2,18.25,,,,
MAHAPEXLTD,94.4,94.4,90.7,91.15,93.3,,,,
MAHASTEEL,92.5,94.45,92.1,92.75,92.75,,,,
MAHEPC,138.6,141.45,135.1,140.5,140.65,,,,
MAHESHWARI,103.8,104.05,100.35,102.5,102,,,,
MAHINDCIE,234.7,234.8,228.35,230.95,232.4,,,,
MAHLIFE,281,283.45,275.3,278.5,280,,,,
MAHLOG,709.9,717.8,695.8,699.95,697,,,,
MAHSCOOTER,4450.8,4530,4425,4449.8,4445,,,,
MAHSEAMLES,317.75,318.65,314.8,315.15,315.4,,,,
MAITHANALL,1020,1038,997.65,1002.3,1001.5,,,,
MAJESCO,92,92.25,88.2,89.35,89.35,,,,
MALUPAPER,34.5,35.35,34.5,34.7,34.65,,,,
MAN50ETF,178.63,179.74,178.6,178.61,178.6,,,,
MANAKALUCO,20.15,21.8,20.15,21.8,21.8,,,,
MANAKCOAT,13.25,13.25,12,12.4,12.5,,,,
MANAKSIA,68,68.45,66.9,67.85,68.05,,,,
MANAKSTEEL,36.4,36.8,35.45,35.9,35.7,,,,
MANALIPETC,92.95,94.9,91.6,93.7,94.7,,,,
MANAPPURAM,165.4,166.9,165.2,166.2,166.75,,,,
MANGALAM,152.9,153.6,150,150.4,150,,,,
MANGCHEFER,74.7,76.6,74.1,75.2,75.5,,,,
MANGLMCEM,463.05,476.3,462.1,463.5,462.15,,,,
MANGTIMBER,16.9,16.9,15.35,16.1,16.1,,,,
MANINDS,114,116.9,112.85,113.8,113.95,,,,
MANINFRA,78.45,87,77.4,85.75,86.75,,,,
MANUGRAPH,13.25,13.25,12.55,12.9,13.1,,,,
MANXT50,430.19,431.06,428.13,429.81,429.81,,,,
MARALOVER,80.5,83.55,79.25,80.3,79.25,,,,
MARATHON,86.25,88.7,85.5,86.25,86.6,,,,
MARICO,575,582.1,555.9,558.3,559.25,,,,
MARINE,37.35,38,37.1,37.25,37.3,,,,
MARKSANS,71.6,72.7,71.35,72.1,72.25,,,,
MARSHALL,31.9,31.9,31.9,31.9,31.9,,,,
MARUTI,6910,6955,6851.1,6894.45,6893,,,,
MASFIN,772.5,799,772.5,785.5,790,,,,
MASKINVEST,39.05,39.05,37.2,39.05,39.05,,,,
MASTEK,2939.95,2948,2881.55,2897.3,2899,,,,
MATRIMONY,1042.6,1042.6,1014.45,1022.55,1024.3,,,,
MAWANASUG,83.5,85.35,81.4,84.6,85.35,,,,
MAXHEALTH,389.9,402.5,383.65,397.1,395.55,,,,
MAXIND,73,74.5,72.65,73.75,73.5,,,,
MAXVIL,93.3,97.75,92.6,95.85,96,,,,
MAYURUNIQ,481.3,491.7,480,483.2,482,,,,
MAZDA,624.9,626,601,621.65,620,,,,
MAZDOCK,247,254,247,250,250.1,,,,
MBAPL,182.5,184.15,175,178.1,179.5,,,,
MBECL,6.55,6.55,6.35,6.55,6.55,,,,
MBLINFRA,18.95,19.35,18.5,18.7,18.7,,,,
MCDHOLDING,57.75,57.75,52.75,57.75,57.75,,,,
MCDOWELL-N,754.6,771.8,752.5,758.9,758.8,,,,
MCL,38.8,38.8,38.1,38.35,38.4,,,,
MCLEODRUSS,26.75,29.55,26.75,29.55,29.55,,,,
MCX,1632,1642,1611,1613.5,1615,,,,
MEGASOFT,22.4,22.45,20.35,20.35,20.35,,,,
MELSTAR,3.65,3.65,3.35,3.65,3.65,,,,
MENONBE,76.95,76.95,74.4,74.8,74.8,,,,
MEP,20.5,22.75,20.5,22.65,22.75,,,,
MERCATOR,1.9,1.9,1.85,1.9,1.9,,,,
METALFORGE,5,5.4,5,5.25,5.25,,,,
METROPOLIS,3094,3094,3029,3077.45,3077,,,,
MFL,680,740.4,677.15,740.4,740.4,,,,
MFSL,1101,1115.4,1088.1,1093.7,1091.3,,,,
MGEL,51.55,52.85,50,51.3,51.9,,,,
MGL,1185,1195,1183.1,1189.05,1188,,,,
MHHL,21.6,21.95,20.3,21.95,21.95,,,,
MHRIL,236.35,237.6,231.5,232.5,232,,,,
MIDHANI,186.6,189.8,186.2,188.5,188.7,,,,
MINDACORP,128.95,128.95,126.4,126.9,126.65,,,,
MINDAIND,702.4,713.75,697.55,704.8,704,,,,
MINDSPACE,299.09,301.75,296,297.05,298,,,,
MINDTECK,92.3,92.3,86.75,88.4,88.2,,,,
MINDTREE,3942.5,3964,3890.2,3936,3932,,,,
MIRCELECTR,16,16.85,15.85,16.85,16.85,,,,
MIRZAINT,59.6,60.2,58.8,59.15,59.05,,,,
MITCON,61.95,61.95,59.5,61.95,61.95,,,,
MITTAL,10.8,10.8,10.05,10.3,10.4,,,,
MMFL,829.85,833,809,826.4,833,,,,
MMP,171.45,172,166,168.1,168,,,,
MMTC,45.9,46.8,45.85,46,45.95,,,,
MODIRUBBER,100.95,100.95,100.95,100.95,100.95,,,,
MODISNME,72.5,75.45,72.5,74.4,74.6,,,,
MOGSEC,54,54,48.78,48.8,48.8,,,,
MOHITIND,12.65,12.65,12,12.4,12.4,,,,
MOHOTAIND,9.9,9.95,9.1,9.3,9.5,,,,
MOIL,163,170,163,168.4,168.4,,,,
MOKSH,37.5,37.65,36.6,37,37.15,,,,
MOL,114.55,125.4,114.55,120.25,120.95,,,,
MOLDTECH,79.5,82.7,77.7,82.7,82.7,,,,
MOLDTEKPP,384.6,429.9,370.1,413,424.95,,,,
MOLDTKPAC,528.7,598,523.05,577.6,578,,,,
MOLDTKPAC,373,410,373,406.95,391.1,,,,
MOM100,31.65,32.12,30.9,31.3,31.2,,,,
MOM50,172,173.48,171.21,171.41,171.41,,,,
MON100,111.8,113.5,111.8,112.35,112.3,,,,
MONTECARLO,370.05,378.1,370.05,371.85,371,,,,
MORARJEE,16.95,17.4,16.4,16.45,16.65,,,,
MOREPENLAB,59.25,61.9,59.1,60.65,60.55,,,,
MOTHERSUMI,215,223.3,213.25,221.95,222.75,,,,
MOTILALOFS,770.25,789,770.25,786.5,786.3,,,,
MOTOGENFIN,26.95,27.3,26,26.35,26.5,,,,
MPHASIS,3015,3067,2984,3055.45,3051,,,,
MPSLTD,704,704.45,682,687.75,689,,,,
MRF,80230,80847.05,80052.05,80423.85,80335,,,,
MRO-TEK,48.55,48.55,44.2,48.55,48.55,,,,
MRPL,43.3,43.65,43.2,43.3,43.25,,,,
MSPL,9.9,10.15,9.8,9.85,9.9,,,,
MSTCLTD,320.3,324.7,310.6,313.25,312.85,,,,
MTARTECH,1425,1435,1411.6,1419.65,1418,,,,
MTEDUCARE,7.95,8.6,7.8,8.6,8.6,,,,
MTNL,18.25,19.45,18.25,18.6,18.7,,,,
MUKANDLTD,146.8,149.9,144,144.35,145.45,,,,
MUKTAARTS,38.5,38.5,37.65,37.7,38.1,,,,
MUNJALAU,56.75,58.5,56.75,57.75,57.75,,,,
MUNJALSHOW,133.6,135.65,133.05,134.15,134.6,,,,
MURUDCERA,25.6,26,25.3,25.65,25.6,,,,
MUTHOOTCAP,396.7,402.65,396.7,399.55,400.5,,,,
MUTHOOTFIN,1550,1560,1537.6,1542.4,1542,,,,
NABARD,1240.3,1243.5,1240,1241.65,1241,,,,
NACLIND,71.8,72.4,70.65,71.95,71.55,,,,
NAGAFERT,11.2,11.6,10.6,11.4,11.6,,,,
NAGREEKCAP,7.7,7.7,7.7,7.7,7.7,,,,
NAGREEKEXP,33.15,35.6,33.15,33.7,34.3,,,,
NAHARCAP,268.2,279,268.2,274.35,272.05,,,,
NAHARINDUS,113,118,113,115.7,116,,,,
NAHARPOLY,231,253,230.95,248.95,249,,,,
NAHARSPING,400.05,413.9,400.05,404.55,407,,,,
NAM-INDIA,439.95,442.35,434.3,437.85,437,,,,
NATCOPHARM,979,979,964,975.65,975.1,,,,
NATHBIOGEN,336,337.95,332.15,333.1,334.9,,,,
NATIONALUM,100.95,101.2,97.9,98.15,98,,,,
NATNLSTEEL,4.1,4.1,4,4.05,4.05,,,,
NAUKRI,6647,6932.8,6601.65,6722.5,6683,,,,
NAVINFLUOR,4042.9,4058,3985.05,4008.1,4005,,,,
NAVKARCORP,43.1,43.55,43,43.15,43.15,,,,
NAVNETEDUL,101,103.3,100.55,102.05,102.25,,,,
NAZARA,1930,2088.85,1930,2035.25,2044.1,,,,
NBCC,43.4,45.5,43.3,45.25,45.4,,,,
NBIFIN,2762.35,2815.1,2762.35,2779.4,2789.95,,,,
NBVENTURES,115.1,117.4,115.05,115.55,115.75,,,,
NCC,78.6,81,78.55,79.85,79.9,,,,
NCLIND,238.5,243.75,238.15,241.35,239.95,,,,
NCPSESDL24,106.86,106.86,106.77,106.81,106.81,,,,
NDGL,1460,1460,1405,1423.2,1439,,,,
NDL,77,78.65,76.05,76.65,77,,,,
NDRAUTO,394,410,394,404.85,404.95,,,,
NDTV,73.9,74.95,72.85,73.75,74,,,,
NECCLTD,20.5,20.75,20,20.4,20.45,,,,
NECLIFE,29.2,30.2,29.15,29.6,29.7,,,,
NELCAST,90.4,91.5,89,90.35,91,,,,
NELCO,544,559,534,536.2,537.9,,,,
NEOGEN,1178.3,1187.8,1146.75,1158.2,1162,,,,
NESCO,597.25,604.65,590.6,594.9,593.7,,,,
